종목코드,업종명,시장구분
000140,서비스업,KOSPI
000145,서비스업,KOSPI
036460,전기가스업,KOSPI
010460,기타금융,KOSPI
005430,운수창고업,KOSPI
071050,기타금융,KOSPI
071057,기타금융,KOSPI
071055,기타금융,KOSPI
008320,전기전자,KOSPI
010040,비금속광물,KOSPI
025540,전기전자,KOSPI
004090,비금속광물,KOSPI
002960,화학,KOSPI
003060,의약품,KOSPI
098150,기타금융,KOSPI
002000,비금속광물,KOSPI
002005,비금속광물,KOSPI
093820,기타금융,KOSPI
025610,기타금융,KOSPI
015760,전기가스업,KOSPI
002300,종이목재,KOSPI
025890,기계,KOSPI
000970,철강금속,KOSPI
104700,철강금속,KOSPI
017960,기계,KOSPI
024720,화학,KOSPI
000240,화학,KOSPI
007280,철강금속,KOSPI
010100,운수장비,KOSPI
003350,화학,KOSPI
011500,화학,KOSPI
002390,의약품,KOSPI
014790,건설업,KOSPI
018880,기계,KOSPI
042700,기계,KOSPI
008930,의약품,KOSPI
009240,유통업,KOSPI
020000,섬유의복,KOSPI
003680,음식료품,KOSPI
016450,섬유의복,KOSPI
009180,운수창고업,KOSPI
004710,전기전자,KOSPI
010420,서비스업,KOSPI
004150,종이목재,KOSPI
014680,화학,KOSPI
025750,종이목재,KOSPI
012170,전기전자,KOSPI
004960,건설업,KOSPI
004965,건설업,KOSPI
011700,기계,KOSPI
034310,서비스업,KOSPI
001750,증권,KOSPI
001755,증권,KOSPI
009420,의약품,KOSPI
014130,운수창고업,KOSPI
006440,건설업,KOSPI
003300,비금속광물,KOSPI
007860,운수장비,KOSPI
002220,철강금속,KOSPI
051600,건설업,KOSPI
002320,운수창고업,KOSPI
097230,운수장비,KOSPI
003480,서비스업,KOSPI
000700,운수창고업,KOSPI
005110,전기전자,KOSPI
009460,종이목재,KOSPI
000880,화학,KOSPI
009830,화학,KOSPI
009835,화학,KOSPI
000370,보험,KOSPI
000885,화학,KOSPI
003530,증권,KOSPI
003535,증권,KOSPI
027390,유통업,KOSPI
016510,유통업,KOSPI
089470,화학,KOSPI
005440,유통업,KOSPI
000720,건설업,KOSPI
000725,건설업,KOSPI
018410,유통업,KOSPI
018417,유통업,KOSPI
018415,유통업,KOSPI
012330,운수장비,KOSPI
012335,운수장비,KOSPI
010620,운수장비,KOSPI
069960,유통업,KOSPI
012630,건설업,KOSPI
011760,유통업,KOSPI
011200,운수창고업,KOSPI
006390,비금속광물,KOSPI
004310,의약품,KOSPI
017800,기계,KOSPI
042100,전기전자,KOSPI
004020,철강금속,KOSPI
004025,철강금속,KOSPI
009540,운수장비,KOSPI
003450,증권,KOSPI
005380,운수장비,KOSPI
005387,운수장비,KOSPI
005389,운수장비,KOSPI
005385,운수장비,KOSPI
011720,화학,KOSPI
010520,철강금속,KOSPI
001450,보험,KOSPI
003010,유통업,KOSPI
011170,화학,KOSPI
008770,유통업,KOSPI
008775,유통업,KOSPI
002460,건설업,KOSPI
013520,운수장비,KOSPI
006060,화학,KOSPI
010690,운수장비,KOSPI
010660,기계,KOSPI
000850,기계,KOSPI
950010,섬유의복,KOSPI
016580,의약품,KOSPI
004800,화학,KOSPI
094280,서비스업,KOSPI
093370,화학,KOSPI
037270,서비스업,KOSPI
005870,전기전자,KOSPI
006210,전기전자,KOSPI
005010,철강금속,KOSPI
069260,화학,KOSPI
000540,보험,KOSPI
000547,보험,KOSPI
000545,보험,KOSPI
003280,운수창고업,KOSPI
114090,서비스업,KOSPI
109070,종이목재,KOSPI
108670,화학,KOSPI
108675,화학,KOSPI
034730,서비스업,KOSPI
071970,기계,KOSPI
108890,서비스업,KOSPI
114130,서비스업,KOSPI
114140,서비스업,KOSPI
028100,건설업,KOSPI
082640,보험,KOSPI
107590,화학,KOSPI
108070,의료정밀,KOSPI
047400,비금속광물,KOSPI
033660,기타금융,KOSPI
007197,종이목재,KOSPI
093240,섬유의복,KOSPI
111770,유통업,KOSPI
118000,유통업,KOSPI
900050,서비스업,KOSPI
000080,음식료품,KOSPI
039490,증권,KOSPI
053690,서비스업,KOSPI
105630,섬유의복,KOSPI
052690,서비스업,KOSPI
117930,운수창고업,KOSPI
114410,음식료품,KOSPI
032560,철강금속,KOSPI
119650,기계,KOSPI
058850,서비스업,KOSPI
000687,유통업,KOSPI
123700,운수장비,KOSPI
134000,서비스업,KOSPI
119250,서비스업,KOSPI
105380,서비스업,KOSPI
117580,전기가스업,KOSPI
128820,유통업,KOSPI
121910,기타금융,KOSPI
088350,보험,KOSPI
001799,음식료품,KOSPI
002150,서비스업,KOSPI
122290,기타금융,KOSPI
030790,서비스업,KOSPI
115390,화학,KOSPI
060980,운수장비,KOSPI
033920,음식료품,KOSPI
032830,보험,KOSPI
031440,서비스업,KOSPI
122900,유통업,KOSPI
012160,철강금속,KOSPI
122750,기타금융,KOSPI
105840,의료정밀,KOSPI
103130,전기전자,KOSPI
102460,의약품,KOSPI
120030,기계,KOSPI
071320,전기가스업,KOSPI
058860,서비스업,KOSPI
900140,서비스업,KOSPI
120110,화학,KOSPI
120115,화학,KOSPI
121550,서비스업,KOSPI
123690,유통업,KOSPI
128940,의약품,KOSPI
130660,서비스업,KOSPI
126560,서비스업,KOSPI
057050,유통업,KOSPI
081660,유통업,KOSPI
138930,기타금융,KOSPI
139130,기타금융,KOSPI
007070,유통업,KOSPI
140910,서비스업,KOSPI
110570,전기전자,KOSPI
082740,기계,KOSPI
138040,기타금융,KOSPI
134380,화학,KOSPI
145990,음식료품,KOSPI
145995,음식료품,KOSPI
023000,운수장비,KOSPI
136490,음식료품,KOSPI
019440,철강금속,KOSPI
053210,서비스업,KOSPI
031430,유통업,KOSPI
078520,화학,KOSPI
069640,섬유의복,KOSPI
139480,유통업,KOSPI
138440,서비스업,KOSPI
129260,운수창고업,KOSPI
020150,전기전자,KOSPI
950070,서비스업,KOSPI
022520,유통업,KOSPI
138490,화학,KOSPI
140890,서비스업,KOSPI
134790,기타제조업,KOSPI
039130,서비스업,KOSPI
139200,서비스업,KOSPI
071840,유통업,KOSPI
000087,음식료품,KOSPI
023350,서비스업,KOSPI
047810,운수장비,KOSPI
011210,운수장비,KOSPI
068400,서비스업,KOSPI
037560,서비스업,KOSPI
950100,기타금융,KOSPI
163560,화학,KOSPI
155900,서비스업,KOSPI
014710,음식료품,KOSPI
161000,화학,KOSPI
013870,운수장비,KOSPI
149130,서비스업,KOSPI
145270,서비스업,KOSPI
144620,화학,KOSPI
153360,서비스업,KOSPI
159650,서비스업,KOSPI
152550,기타금융,KOSPI
161890,화학,KOSPI
161390,화학,KOSPI
003457,증권,KOSPI
079980,화학,KOSPI
155660,섬유의복,KOSPI
175330,기타금융,KOSPI
181710,서비스업,KOSPI
170900,의약품,KOSPI
006880,서비스업,KOSPI
183190,비금속광물,KOSPI
185750,의약품,KOSPI
00781K,전기전자,KOSPI
172580,서비스업,KOSPI
168490,기타금융,KOSPI
180640,서비스업,KOSPI
18064K,서비스업,KOSPI
064350,운수장비,KOSPI
027410,유통업,KOSPI
192520,기타금융,KOSPI
192530,기타금융,KOSPI
204320,운수장비,KOSPI
018260,서비스업,KOSPI
112610,기계,KOSPI
000030,은행,KOSPI
028260,섬유의복,KOSPI
192820,화학,KOSPI
192400,전기전자,KOSPI
200880,운수장비,KOSPI
133820,철강금속,KOSPI
095570,서비스업,KOSPI
079550,기계,KOSPI
03473K,서비스업,KOSPI
214390,의약품,KOSPI
214330,운수장비,KOSPI
002690,철강금속,KOSPI
210540,기계,KOSPI
085620,보험,KOSPI
02826K,유통업,KOSPI
075580,운수장비,KOSPI
145210,기계,KOSPI
039570,건설업,KOSPI
210980,서비스업,KOSPI
138250,유통업,KOSPI
214320,서비스업,KOSPI
226320,유통업,KOSPI
089590,운수창고업,KOSPI
152330,비금속광물,KOSPI
214420,화학,KOSPI
213500,종이목재,KOSPI
227840,유통업,KOSPI
234080,의약품,KOSPI
229640,서비스업,KOSPI
004440,비금속광물,KOSPI
026960,유통업,KOSPI
241560,서비스업,KOSPI
016740,운수장비,KOSPI
204210,서비스업,KOSPI
207940,의약품,KOSPI
248170,음식료품,KOSPI
070960,서비스업,KOSPI
249420,의약품,KOSPI
194370,기타제조업,KOSPI
123890,기타금융,KOSPI
034830,기타금융,KOSPI
00088K,화학,KOSPI
195870,전기전자,KOSPI
101530,음식료품,KOSPI
143210,운수장비,KOSPI
241590,서비스업,KOSPI
282330,유통업,KOSPI
267290,전기가스업,KOSPI
251270,서비스업,KOSPI
145720,의료정밀,KOSPI
282690,화학,KOSPI
092780,운수장비,KOSPI
280360,음식료품,KOSPI
00499K,음식료품,KOSPI
268280,화학,KOSPI
272550,화학,KOSPI
079440,보험,KOSPI
271560,음식료품,KOSPI
271980,의약품,KOSPI
272450,운수창고업,KOSPI
035720,서비스업,KOSPI
281820,의료정밀,KOSPI
264900,음식료품,KOSPI
26490K,음식료품,KOSPI
055490,화학,KOSPI
267270,기계,KOSPI
267250,기타금융,KOSPI
267260,전기전자,KOSPI
111110,섬유의복,KOSPI
294870,건설업,KOSPI
285130,화학,KOSPI
28513K,화학,KOSPI
00806K,전기전자,KOSPI
286940,서비스업,KOSPI
00680K,증권,KOSPI
306200,철강금속,KOSPI
068270,의약품,KOSPI
293940,서비스업,KOSPI
267850,서비스업,KOSPI
018250,화학,KOSPI
298690,운수창고업,KOSPI
010400,건설업,KOSPI
088260,서비스업,KOSPI
284740,서비스업,KOSPI
091810,운수창고업,KOSPI
293480,의약품,KOSPI
300720,비금속광물,KOSPI
298040,전기전자,KOSPI
298050,화학,KOSPI
298020,화학,KOSPI
298000,화학,KOSPI
00104K,기타금융,KOSPI
338100,서비스업,KOSPI
192080,서비스업,KOSPI
336370,전기전자,KOSPI
33637K,전기전자,KOSPI
33637L,전기전자,KOSPI
336260,전기전자,KOSPI
33626K,전기전자,KOSPI
33626L,전기전자,KOSPI
192650,전기전자,KOSPI
330590,서비스업,KOSPI
308170,운수장비,KOSPI
00279K,화학,KOSPI
316140,기타금융,KOSPI
317400,서비스업,KOSPI
036420,서비스업,KOSPI
013890,기타제조업,KOSPI
003670,비금속광물,KOSPI
272210,의료정밀,KOSPI
322000,전기전자,KOSPI
307950,서비스업,KOSPI
365550,서비스업,KOSPI
326030,서비스업,KOSPI
339770,유통업,KOSPI
353200,전기전자,KOSPI
35320K,전기전자,KOSPI
009900,운수장비,KOSPI
357250,서비스업,KOSPI
352820,서비스업,KOSPI
244920,기타금융,KOSPI
350520,서비스업,KOSPI
334890,서비스업,KOSPI
348950,서비스업,KOSPI
344820,비금속광물,KOSPI
357120,서비스업,KOSPI
363280,기타금융,KOSPI
36328K,기타금융,KOSPI
375500,건설업,KOSPI
37550K,건설업,KOSPI
383220,섬유의복,KOSPI
383800,기타금융,KOSPI
38380K,기타금융,KOSPI
400760,서비스업,KOSPI
178920,화학,KOSPI
395400,서비스업,KOSPI
302440,의약품,KOSPI
402340,기타금융,KOSPI
361610,전기전자,KOSPI
377190,서비스업,KOSPI
089860,서비스업,KOSPI
396690,서비스업,KOSPI
248070,전기전자,KOSPI
404990,서비스업,KOSPI
139990,철강금속,KOSPI
137310,의료정밀,KOSPI
380440,기타금융,KOSPI
097520,전기전자,KOSPI
271940,운수장비,KOSPI
323410,은행,KOSPI
377300,기타금융,KOSPI
381970,유통업,KOSPI
259960,서비스업,KOSPI
950210,서비스업,KOSPI
372910,의료정밀,KOSPI
329180,운수장비,KOSPI
378850,운수장비,KOSPI
37550L,건설업,KOSPI
432320,서비스업,KOSPI
373220,전기전자,KOSPI
108320,전기전자,KOSPI
357430,서비스업,KOSPI
377740,의약품,KOSPI
126720,건설업,KOSPI
403550,서비스업,KOSPI
446070,종이목재,KOSPI
417310,서비스업,KOSPI
456040,화학,KOSPI
100090,철강금속,KOSPI
460850,철강금속,KOSPI
460860,철강금속,KOSPI
090460,전기전자,KOSPI
448730,서비스업,KOSPI
457190,화학,KOSPI
450140,유통업,KOSPI
45014K,유통업,KOSPI
452260,유통업,KOSPI
45226K,유통업,KOSPI
451800,서비스업,KOSPI
453340,유통업,KOSPI
069110,통신장비,KOSDAQ
060310,기계·장비,KOSDAQ
036360,통신장비,KOSDAQ
900010,기타서비스,KOSDAQ
013340,금속,KOSDAQ
031860,디지털컨텐츠,KOSDAQ
048550,기타제조,KOSDAQ
065770,통신장비,KOSDAQ
037150,인터넷,KOSDAQ
051500,유통,KOSDAQ
035760,방송서비스,KOSDAQ
035710,유통,KOSDAQ
050470,유통,KOSDAQ
023460,금융,KOSDAQ
064060,기계·장비,KOSDAQ
056340,IT부품,KOSDAQ
068790,기계·장비,KOSDAQ
065340,정보기기,KOSDAQ
037370,화학,KOSDAQ
080220,반도체,KOSDAQ
079190,통신장비,KOSDAQ
054020,정보기기,KOSDAQ
083450,반도체,KOSDAQ
028150,방송서비스,KOSDAQ
053870,통신장비,KOSDAQ
041590,IT부품,KOSDAQ
052310,오락·문화,KOSDAQ
007640,금융,KOSDAQ
036640,화학,KOSDAQ
053950,유통,KOSDAQ
007720,유통,KOSDAQ
060910,IT부품,KOSDAQ
038710,컴퓨터서비스,KOSDAQ
080570,건설,KOSDAQ
026230,기계·장비,KOSDAQ
095340,반도체,KOSDAQ
036420,출판·매체복제,KOSDAQ
067000,디지털컨텐츠,KOSDAQ
065310,섬유·의류,KOSDAQ
037110,컴퓨터서비스,KOSDAQ
021320,건설,KOSDAQ
036670,화학,KOSDAQ
068060,운송장비·부품,KOSDAQ
060720,IT부품,KOSDAQ
083470,IT부품,KOSDAQ
039420,통신서비스,KOSDAQ
036760,정보기기,KOSDAQ
043610,디지털컨텐츠,KOSDAQ
036030,인터넷,KOSDAQ
019660,금융,KOSDAQ
060370,건설,KOSDAQ
016990,IT부품,KOSDAQ
052300,운송,KOSDAQ
086960,소프트웨어,KOSDAQ
046320,유통,KOSDAQ
078150,기계·장비,KOSDAQ
025340,금융,KOSDAQ
065910,컴퓨터서비스,KOSDAQ
091340,IT부품,KOSDAQ
046140,디지털컨텐츠,KOSDAQ
040610,운송,KOSDAQ
090730,금속,KOSDAQ
033630,통신서비스,KOSDAQ
066270,인터넷,KOSDAQ
051980,통신장비,KOSDAQ
071660,화학,KOSDAQ
031800,IT부품,KOSDAQ
036540,반도체,KOSDAQ
032540,일반전기전자,KOSDAQ
048770,기계·장비,KOSDAQ
057030,디지털컨텐츠,KOSDAQ
023770,디지털컨텐츠,KOSDAQ
040300,방송서비스,KOSDAQ
052220,디지털컨텐츠,KOSDAQ
079940,인터넷,KOSDAQ
078890,통신장비,KOSDAQ
030270,섬유·의류,KOSDAQ
041140,기계·장비,KOSDAQ
039240,금속,KOSDAQ
011040,제약,KOSDAQ
019120,섬유·의류,KOSDAQ
024910,운송장비·부품,KOSDAQ
089890,반도체,KOSDAQ
049720,기타서비스,KOSDAQ
014570,제약,KOSDAQ
098460,기계·장비,KOSDAQ
038500,광업,KOSDAQ
014200,운송장비·부품,KOSDAQ
026910,금속,KOSDAQ
090150,운송장비·부품,KOSDAQ
053270,운송장비·부품,KOSDAQ
066620,기타서비스,KOSDAQ
043650,음식료·담배,KOSDAQ
006050,비금속,KOSDAQ
078130,종이·목재,KOSDAQ
053740,반도체,KOSDAQ
037510,금융,KOSDAQ
065270,화학,KOSDAQ
051530,오락·문화,KOSDAQ
019010,유통,KOSDAQ
033880,섬유·의류,KOSDAQ
033885,섬유·의류,KOSDAQ
044180,기계·장비,KOSDAQ
034600,기타서비스,KOSDAQ
037830,금속,KOSDAQ
053260,금속,KOSDAQ
036190,건설,KOSDAQ
004790,통신장비,KOSDAQ
035460,통신장비,KOSDAQ
054120,오락·문화,KOSDAQ
039860,의료·정밀기기,KOSDAQ
091970,화학,KOSDAQ
010670,유통,KOSDAQ
071360,IT부품,KOSDAQ
051490,기계·장비,KOSDAQ
032800,정보기기,KOSDAQ
036850,반도체,KOSDAQ
067160,소프트웨어,KOSDAQ
036800,통신서비스,KOSDAQ
037540,의료·정밀기기,KOSDAQ
058550,유통,KOSDAQ
036610,오락·문화,KOSDAQ
096040,소프트웨어,KOSDAQ
042510,통신장비,KOSDAQ
042420,기타서비스,KOSDAQ
095660,디지털컨텐츠,KOSDAQ
085910,기계·장비,KOSDAQ
092730,화학,KOSDAQ
017680,섬유·의류,KOSDAQ
033640,반도체,KOSDAQ
087730,반도체,KOSDAQ
033430,반도체,KOSDAQ
019430,금융,KOSDAQ
073070,운송장비·부품,KOSDAQ
081970,소프트웨어,KOSDAQ
038990,IT부품,KOSDAQ
089140,기계·장비,KOSDAQ
092600,반도체,KOSDAQ
035450,컴퓨터서비스,KOSDAQ
098400,반도체,KOSDAQ
033280,소프트웨어,KOSDAQ
047730,통신장비,KOSDAQ
054050,"농업, 임업 및 어업",KOSDAQ
040160,소프트웨어,KOSDAQ
041060,디지털컨텐츠,KOSDAQ
060260,화학,KOSDAQ
012340,IT부품,KOSDAQ
054650,유통,KOSDAQ
085670,IT부품,KOSDAQ
053290,출판·매체복제,KOSDAQ
023430,통신서비스,KOSDAQ
064260,디지털컨텐츠,KOSDAQ
067990,기계·장비,KOSDAQ
093640,반도체,KOSDAQ
090710,기계·장비,KOSDAQ
039560,통신장비,KOSDAQ
043710,IT부품,KOSDAQ
032190,유통,KOSDAQ
077280,반도체,KOSDAQ
035720,인터넷,KOSDAQ
055250,기계·장비,KOSDAQ
085990,반도체,KOSDAQ
040670,통신장비,KOSDAQ
020400,금속,KOSDAQ
008830,기계·장비,KOSDAQ
048470,금속,KOSDAQ
004780,금속,KOSDAQ
017650,종이·목재,KOSDAQ
078140,제약,KOSDAQ
031990,운송장비·부품,KOSDAQ
036480,제약,KOSDAQ
025440,일반전기전자,KOSDAQ
019570,금융,KOSDAQ
020180,컴퓨터서비스,KOSDAQ
045390,소프트웨어,KOSDAQ
006580,종이·목재,KOSDAQ
016890,제약,KOSDAQ
048910,오락·문화,KOSDAQ
005710,운송장비·부품,KOSDAQ
003310,음식료·담배,KOSDAQ
078600,IT부품,KOSDAQ
065500,운송장비·부품,KOSDAQ
065690,화학,KOSDAQ
096350,운송장비·부품,KOSDAQ
054670,제약,KOSDAQ
023910,제약,KOSDAQ
067080,제약,KOSDAQ
045380,소프트웨어,KOSDAQ
077360,반도체,KOSDAQ
013650,섬유·의류,KOSDAQ
027710,음식료·담배,KOSDAQ
078610,IT부품,KOSDAQ
005160,금속,KOSDAQ
075970,비금속,KOSDAQ
086450,제약,KOSDAQ
044640,컴퓨터서비스,KOSDAQ
031960,섬유·의류,KOSDAQ
026960,유통,KOSDAQ
025950,건설,KOSDAQ
009730,금속,KOSDAQ
088130,기계·장비,KOSDAQ
041930,화학,KOSDAQ
049180,기타서비스,KOSDAQ
023020,일반전기전자,KOSDAQ
030790,컴퓨터서비스,KOSDAQ
060380,금속,KOSDAQ
079960,IT부품,KOSDAQ
007150,통신장비,KOSDAQ
088910,음식료·담배,KOSDAQ
013120,건설,KOSDAQ
032960,IT부품,KOSDAQ
023790,금속,KOSDAQ
005290,반도체,KOSDAQ
025900,기타서비스,KOSDAQ
078590,운송장비·부품,KOSDAQ
073190,기타제조,KOSDAQ
046400,정보기기,KOSDAQ
066670,IT부품,KOSDAQ
074130,IT부품,KOSDAQ
037240,IT부품,KOSDAQ
090090,인터넷,KOSDAQ
051710,IT부품,KOSDAQ
016040,운송장비·부품,KOSDAQ
066900,IT부품,KOSDAQ
092070,화학,KOSDAQ
039840,의료·정밀기기,KOSDAQ
085660,IT부품,KOSDAQ
079810,기계·장비,KOSDAQ
043360,정보기기,KOSDAQ
060240,컴퓨터서비스,KOSDAQ
068930,기타서비스,KOSDAQ
056010,정보기기,KOSDAQ
038340,일반전기전자,KOSDAQ
091690,IT부품,KOSDAQ
033130,디지털컨텐츠,KOSDAQ
043680,오락·문화,KOSDAQ
033310,금속,KOSDAQ
050120,유통,KOSDAQ
038390,기타서비스,KOSDAQ
047440,IT부품,KOSDAQ
060570,정보기기,KOSDAQ
026040,의료·정밀기기,KOSDAQ
016170,출판·매체복제,KOSDAQ
071280,일반전기전자,KOSDAQ
080140,통신장비,KOSDAQ
038060,반도체,KOSDAQ
082800,반도체,KOSDAQ
051170,기계·장비,KOSDAQ
085370,의료·정밀기기,KOSDAQ
033550,유통,KOSDAQ
042940,건설,KOSDAQ
058470,IT부품,KOSDAQ
038120,의료·정밀기기,KOSDAQ
039980,컴퓨터서비스,KOSDAQ
012700,유통,KOSDAQ
042500,컴퓨터서비스,KOSDAQ
088700,금속,KOSDAQ
037380,일반전기전자,KOSDAQ
098120,반도체,KOSDAQ
038290,기타서비스,KOSDAQ
030420,디지털컨텐츠,KOSDAQ
005990,음식료·담배,KOSDAQ
093520,유통,KOSDAQ
054180,유통,KOSDAQ
072870,기타서비스,KOSDAQ
078160,제약,KOSDAQ
065650,디지털컨텐츠,KOSDAQ
065150,반도체,KOSDAQ
035830,오락·문화,KOSDAQ
059210,제약,KOSDAQ
028090,유통,KOSDAQ
019990,기계·장비,KOSDAQ
089240,정보기기,KOSDAQ
080160,기타서비스,KOSDAQ
018890,화학,KOSDAQ
051810,일반전기전자,KOSDAQ
046440,소프트웨어,KOSDAQ
041310,일반전기전자,KOSDAQ
085680,소프트웨어,KOSDAQ
033200,IT부품,KOSDAQ
079560,IT부품,KOSDAQ
058900,소프트웨어,KOSDAQ
006920,비금속,KOSDAQ
001810,종이·목재,KOSDAQ
033920,음식료·담배,KOSDAQ
034510,금융,KOSDAQ
053890,출판·매체복제,KOSDAQ
086980,오락·문화,KOSDAQ
095500,IT부품,KOSDAQ
049950,기계·장비,KOSDAQ
056710,소프트웨어,KOSDAQ
094700,IT부품,KOSDAQ
078940,금속,KOSDAQ
021040,금속,KOSDAQ
021045,금속,KOSDAQ
053040,화학,KOSDAQ
002670,금속,KOSDAQ
094480,소프트웨어,KOSDAQ
018700,종이·목재,KOSDAQ
064520,반도체,KOSDAQ
053030,제약,KOSDAQ
027830,금융,KOSDAQ
084990,기타서비스,KOSDAQ
064550,제약,KOSDAQ
052260,화학,KOSDAQ
046350,IT부품,KOSDAQ
038460,정보기기,KOSDAQ
041830,의료·정밀기기,KOSDAQ
086040,기타서비스,KOSDAQ
043150,의료·정밀기기,KOSDAQ
046310,유통,KOSDAQ
066110,정보기기,KOSDAQ
036620,컴퓨터서비스,KOSDAQ
083650,기계·장비,KOSDAQ
088810,화학,KOSDAQ
071530,유통,KOSDAQ
014100,화학,KOSDAQ
006910,일반전기전자,KOSDAQ
014470,유통,KOSDAQ
025270,섬유·의류,KOSDAQ
026260,IT부품,KOSDAQ
064480,컴퓨터서비스,KOSDAQ
035400,정보기기,KOSDAQ
035405,정보기기,KOSDAQ
033720,소프트웨어,KOSDAQ
033725,소프트웨어,KOSDAQ
052900,반도체,KOSDAQ
045970,기타서비스,KOSDAQ
